gene,assigned_count,unassigned_count,total_qv_gene_count,unassigned_fraction
LRRC73,1033,155,1188,0.13047138047138046
RTP2,2202,155,2357,0.06576156130674586
PRKCG,1499,155,1654,0.09371221281741234
NCR3,1721,155,1876,0.0826226012793177
OR4N4,1823,155,1978,0.07836198179979778
OR10H4,2750,155,2905,0.05335628227194492
RNF151,1673,154,1827,0.0842911877394636
MDK,919,154,1073,0.1435228331780056
GYPB,1399,154,1553,0.09916291049581455
OR1A2,1929,154,2083,0.07393182909265482
SORCS3,1517,154,1671,0.0921603830041891
CACNG2,1542,154,1696,0.09080188679245282
PAGE4,2409,154,2563,0.060085836909871244
C19orf38,906,154,1060,0.14528301886792452
PRSS54,1462,154,1616,0.0952970297029703
BPIFB4,2346,154,2500,0.0616
KRTAP4-9,3317,154,3471,0.04436761740132527
OR51V1,1819,154,1973,0.07805372529143437
CT83,1677,154,1831,0.08410704533042053
CACNG5,1659,154,1813,0.08494208494208494
RDH5,594,153,747,0.20481927710843373
RFX4,1717,153,1870,0.08181818181818182
SLC22A25,1915,153,2068,0.07398452611218569
FAM83E,618,153,771,0.19844357976653695
PLA2G2F,1920,153,2073,0.07380607814761216
TH,1869,153,2022,0.07566765578635015
SPRR2A,1502,153,1655,0.09244712990936556
TCF15,2164,153,2317,0.0660336642209754
TRIM43B,1883,153,2036,0.07514734774066797
COX6B2,1792,153,1945,0.07866323907455013
ADGRD2,2483,153,2636,0.05804248861911988
TAF1L,1513,153,1666,0.09183673469387756
WFDC11,2524,153,2677,0.05715353007097497
PRSS51,1731,153,1884,0.08121019108280254
PPP2R2B,1561,153,1714,0.08926487747957992
GPR55,1948,153,2101,0.07282246549262256
OTP,2155,153,2308,0.06629116117850953
NANOGNB,1820,153,1973,0.07754688291941206
KRTAP9-4,1802,153,1955,0.0782608695652174
DHPS,1209,153,1362,0.11233480176211454
NOS1,1159,153,1312,0.11661585365853659
TEX53,1639,153,1792,0.08537946428571429
HEPN1,1816,153,1969,0.07770441848654139
PAX7,2536,152,2688,0.05654761904761905
KIR2DL4,1370,152,1522,0.09986859395532194
DDX25,2199,152,2351,0.06465333900467886
PRG3,2311,152,2463,0.061713357693869264
DNASE1L2,3235,152,3387,0.0448774726896959
PRR30,2111,152,2263,0.06716747680070703
CRP,1609,152,1761,0.08631459398069279
ZFR2,1888,152,2040,0.07450980392156863
MADCAM1,2870,152,3022,0.05029781601588352
KRTAP22-2,2015,152,2167,0.07014305491462852
KCNJ6,1911,152,2063,0.07367910809500727
OR1D5,1529,152,1681,0.09042236763831053
TRIM71,1591,152,1743,0.08720596672403902
OR10Q1,1386,152,1538,0.0988296488946684
FABP1,1135,152,1287,0.11810411810411811
GRIN1,1691,152,1843,0.08247422680412371
RGL4,2251,152,2403,0.06325426550145652
SLC22A24,2450,152,2602,0.05841660261337433
OGDHL,1170,151,1321,0.11430734292202877
TUBB3,1925,151,2076,0.07273603082851637
G6PC1,2510,151,2661,0.05674558436677941
IRS4,1358,151,1509,0.10006626905235255
TAFA1,1526,151,1677,0.0900417412045319
CLCA1,2385,151,2536,0.05954258675078864
SLC12A1,2115,151,2266,0.06663724624889673
CRB2,1671,151,1822,0.08287596048298573
HORMAD2,2710,151,2861,0.05277874868926949
KLHL40,1789,151,1940,0.07783505154639175
BARHL2,1961,151,2112,0.07149621212121213
HMHB1,2106,151,2257,0.0669029685423128
DSCAML1,1099,151,1250,0.1208
CCDC182,2124,151,2275,0.06637362637362637
TEKT1,1864,151,2015,0.0749379652605459
SIRPD,2036,151,2187,0.06904435299497028
CREB3L3,1869,151,2020,0.07475247524752475
UPK1A,1468,150,1618,0.09270704573547589
MYH7,1781,150,1931,0.07767995857068877
P2RX1,1400,150,1550,0.0967741935483871
SERPINB3,1984,150,2134,0.07029053420805999
SEMG2,2812,150,2962,0.05064145847400405
SPACA3,1705,150,1855,0.08086253369272237
SHPK,902,150,1052,0.14258555133079848
SLC38A8,1824,150,1974,0.07598784194528875
C1orf127,1415,150,1565,0.09584664536741214
DNAH3,1228,150,1378,0.10885341074020319
LBX1,1940,150,2090,0.07177033492822966
PATE2,2110,150,2260,0.06637168141592921
SLC24A2,997,150,1147,0.13077593722755013
KLHL41,1838,150,1988,0.07545271629778671
PLAC9,798,150,948,0.15822784810126583
TRPV5,1416,149,1565,0.09520766773162939
HBD,1692,149,1841,0.08093427485062465
C4BPA,2121,149,2270,0.06563876651982378
AKR1B10,2239,149,2388,0.062395309882747066
KRTAP10-2,1699,149,1848,0.08062770562770563
AGXT,2160,149,2309,0.06453009961022088
CDX2,1919,149,2068,0.07205029013539652
B3GALT5,1589,149,1738,0.0857307249712313
H4C7,1561,149,1710,0.0871345029239766
HDHD3,2426,149,2575,0.05786407766990291
FOXA2,1146,149,1295,0.11505791505791506
ARMH2,2007,149,2156,0.06910946196660482
PRAMEF33,1632,149,1781,0.08366086468276249
DNAH8,2504,148,2652,0.05580693815987934
SLURP2,853,148,1001,0.14785214785214784
TMEM198,1401,148,1549,0.09554551323434474
KRTAP19-5,1878,148,2026,0.07305034550839092
TARM1,1505,148,1653,0.08953418027828192
ZNF562,1794,148,1942,0.07621009268795056
ELOVL3,1363,148,1511,0.09794837855724686
ASCL3,1869,148,2017,0.07337630143777887
SPINK1,2094,148,2242,0.06601248884924175
DRD2,1135,148,1283,0.11535463756819954
MTMR7,1113,148,1261,0.11736716891356067
PNMA6A,1510,148,1658,0.08926417370325694
SLC26A8,2561,148,2709,0.05463270579549649
TLX1,1681,148,1829,0.08091853471842538
RAPSN,1832,147,1979,0.07427993936331481
SCRT1,2575,147,2722,0.05400440852314475
KPRP,1942,147,2089,0.07036859741503111
SPANXN1,1777,147,1924,0.07640332640332641
GJB6,1677,147,1824,0.0805921052631579
GJB1,1551,147,1698,0.08657243816254417
HBM,1456,147,1603,0.09170305676855896
SMCP,1639,147,1786,0.08230683090705487
LYPD8,2136,147,2283,0.06438896189224705
TPSB2,482,147,629,0.23370429252782193
CRYGD,1603,147,1750,0.084
TULP2,1582,147,1729,0.08502024291497975
OR2G3,1682,147,1829,0.0803717878622198
AQP6,2102,147,2249,0.06536238328145842
BPIFB6,1758,147,1905,0.07716535433070866
ADRB3,1735,147,1882,0.07810839532412327
HTR1B,1540,147,1687,0.08713692946058091
IFI27L1,1577,147,1724,0.08526682134570766
IGLON5,1594,146,1740,0.0839080459770115
GSX1,1959,146,2105,0.06935866983372922
ATP2B2,1622,146,1768,0.08257918552036199
ACE2,1341,146,1487,0.09818426361802286
CD177,1428,146,1574,0.09275730622617535
CD79B,867,146,1013,0.1441263573543929
IGF2BP3,2628,146,2774,0.05263157894736842
DISP3,1565,146,1711,0.0853302162478083
NPY,1227,146,1373,0.10633648943918426
OR10D3,1311,146,1457,0.10020590253946465
ROM1,1045,146,1191,0.12258606213266163
TMEM275,1676,145,1821,0.07962657880285558
OR2V2,2370,145,2515,0.05765407554671968
ADAMTS19,839,145,984,0.14735772357723578
SH2D6,2216,145,2361,0.06141465480728505
GSG1L2,1243,145,1388,0.10446685878962536
COX5B,2066,145,2211,0.06558118498417007
TNFRSF4,1156,145,1301,0.11145272867025365
ANK1,1005,145,1150,0.12608695652173912
P3R3URF,1657,145,1802,0.0804661487236404
ZFP42,1583,144,1727,0.08338158656629995
PGC,1888,144,2032,0.07086614173228346
ANTXRL,1549,144,1693,0.08505611340815121
PSEN2,1582,144,1726,0.08342989571263036
PTPRN2,1346,144,1490,0.09664429530201342
NEUROD4,2262,144,2406,0.059850374064837904
SLC47A2,1941,144,2085,0.06906474820143885
LALBA,2498,144,2642,0.05450416351249054
PCBD2,1624,144,1768,0.08144796380090498
LEFTY1,2243,144,2387,0.06032677000418936
EDN2,1000,144,1144,0.1258741258741259
PATE1,1222,144,1366,0.1054172767203514
ACTN3,1648,144,1792,0.08035714285714286
ANHX,1654,143,1797,0.07957707289927657
DEFB121,1537,143,1680,0.08511904761904762
SPRR5,1780,143,1923,0.07436297451898076
CYP2W1,1294,143,1437,0.09951287404314545
PRKACG,1378,143,1521,0.09401709401709402
GJA9,2003,143,2146,0.06663560111835974
KCP,1389,143,1532,0.0933420365535248
RBFOX1,1430,143,1573,0.09090909090909091
SPATA48,1816,143,1959,0.07299642674834099
IGFL1,2223,143,2366,0.06043956043956044
SYT3,2085,143,2228,0.06418312387791741
NLRP5,1616,143,1759,0.08129619101762366
DNTT,1839,143,1982,0.07214934409687185
BRD7,1711,143,1854,0.07713052858683926
EDDM3A,1964,143,2107,0.06786900806834362
CDHR4,1950,143,2093,0.06832298136645963
CNGA3,1419,143,1562,0.09154929577464789
SCGB1D4,2841,142,2983,0.04760308414347972
KRTAP4-8,1511,142,1653,0.08590441621294616
PRR20G,1157,142,1299,0.10931485758275597
INHBC,1518,142,1660,0.0855421686746988
PRSS21,1776,142,1918,0.0740354535974974
MYOM1,1260,142,1402,0.10128388017118402
GPR20,911,142,1053,0.13485280151946819
ABCB9,890,142,1032,0.1375968992248062
FATE1,1606,142,1748,0.08123569794050343
SLC32A1,1490,142,1632,0.08700980392156862
NODAL,2167,142,2309,0.061498484192291036
OR2A12,1869,142,2011,0.07061163600198907
SPDYA,1677,142,1819,0.07806487080813634
CATSPER4,1880,142,2022,0.0702274975272008
MYMK,1511,141,1652,0.08535108958837773
HTR3A,1409,141,1550,0.09096774193548388
NAPSA,1918,141,2059,0.06847984458474989
HBG2,1500,141,1641,0.08592321755027423
DENND10,2572,141,2713,0.05197198673055658
KBTBD13,1413,141,1554,0.09073359073359073
TREML4,1768,141,1909,0.07386066003143006
KCNK16,1516,141,1657,0.08509354254677128
CPB1,2114,141,2255,0.06252771618625277
COX16,780,141,921,0.15309446254071662
CCDC42,1551,141,1692,0.08333333333333333
ENSG00000236543,1411,141,1552,0.09085051546391752
DUSP21,2628,141,2769,0.050920910075839654
KCNH2,848,141,989,0.14256825075834176
GCGR,1064,141,1205,0.11701244813278008
SIVA1,675,141,816,0.17279411764705882
OR52I2,2355,141,2496,0.056490384615384616
NT5C1A,1144,140,1284,0.10903426791277258
HCN4,1878,140,2018,0.06937561942517344
C17orf99,2173,140,2313,0.06052745352356247
TEX38,1708,140,1848,0.07575757575757576
TNP2,1900,140,2040,0.06862745098039216
GJB2,723,140,863,0.16222479721900349
ARL5C,1458,140,1598,0.08760951188986232
KRTAP19-6,1509,140,1649,0.08489993935718618
DDX60,301,140,441,0.31746031746031744
GRM4,1617,140,1757,0.0796812749003984
CDH4,980,140,1120,0.125
CDK5R2,1893,140,2033,0.06886374815543532
CLEC2L,805,140,945,0.14814814814814814
DPPA4,1030,140,1170,0.11965811965811966
DNAJB8,2129,140,2269,0.06170118995152049
ACSBG2,1556,140,1696,0.08254716981132075
DPYSL5,1716,140,1856,0.07543103448275862
PRSS33,1325,140,1465,0.09556313993174062
GLS2,918,140,1058,0.1323251417769376
LIPF,1615,140,1755,0.07977207977207977
TRIM15,2192,140,2332,0.060034305317324184
CATSPERD,2315,140,2455,0.05702647657841141
C5orf52,1301,139,1440,0.09652777777777778
CACNA1B,1614,139,1753,0.07929264118653737
CIB4,2104,139,2243,0.061970575122603656
PRDM13,1569,139,1708,0.08138173302107728
ASB18,1939,139,2078,0.06689124157844081
NIPAL4,1021,139,1160,0.11982758620689656
EBI3,456,139,595,0.23361344537815126
ZAN,2174,139,2313,0.06009511456982274
IAPP,1839,139,1978,0.07027300303336703
LRRC18,1630,139,1769,0.07857546636517806
BLACAT1,2549,139,2688,0.05171130952380952
SPINT4,3376,139,3515,0.039544807965860594
BCAS1,738,139,877,0.15849486887115166
CFAP144,1363,138,1501,0.09193870752831446
GPR78,1415,138,1553,0.08886027044430135
TEX44,1325,138,1463,0.09432672590567327
AMTN,1872,138,2010,0.06865671641791045
AICDA,1720,138,1858,0.07427341227125941
H2BW1,1062,138,1200,0.115
TAC4,2017,138,2155,0.06403712296983759
ANKRD31,1883,138,2021,0.06828302820385948
PF4,1586,138,1724,0.08004640371229699
HEPACAM,797,138,935,0.14759358288770053
SNAP91,1215,138,1353,0.10199556541019955
SMIM18,2229,138,2367,0.058301647655259824
HTR1E,1534,138,1672,0.08253588516746412
DCDC2B,1554,138,1692,0.08156028368794327
OR6T1,1507,138,1645,0.08389057750759879
VMO1,443,138,581,0.23752151462994836
DEFB125,1607,138,1745,0.07908309455587392
NEURL2,1694,137,1831,0.07482250136537412
NEFL,855,137,992,0.1381048387096774
UCMA,1603,137,1740,0.07873563218390804
SPACDR,1445,137,1582,0.0865992414664981
C1orf167,1405,137,1542,0.08884565499351492
RSPO4,2143,137,2280,0.060087719298245613
FOXH1,1485,137,1622,0.08446362515413071
ADAM11,1230,137,1367,0.10021945866861741
PNMA6E,950,137,1087,0.12603495860165592
CSTL1,1606,137,1743,0.07860011474469306
LGALS4,1985,136,2121,0.06412069778406412
NPHS1,1653,136,1789,0.07602012297372834
ELSPBP1,2539,136,2675,0.0508411214953271
CYP2F1,1233,136,1369,0.09934258582907232
LIN28A,2400,136,2536,0.05362776025236593
TEX50,1969,136,2105,0.06460807600950119
H3Y1,1370,136,1506,0.0903054448871182
CBY3,1857,136,1993,0.0682388359257401
ENO4,1461,136,1597,0.08515967438948027
ZSCAN10,1868,136,2004,0.06786427145708583
CRHR2,1698,135,1833,0.07364975450081833
SIM2,2531,135,2666,0.050637659414853715
SVOP,1299,135,1434,0.09414225941422594
AQP2,2387,135,2522,0.0535289452815226
CST5,1246,135,1381,0.09775524981897175
OR4F4,2935,135,3070,0.043973941368078175
FXYD4,2146,135,2281,0.05918456817185445
ABHD16B,760,135,895,0.15083798882681565
GAP43,1159,135,1294,0.10432766615146831
KRTAP29-1,1426,135,1561,0.08648302370275464
TREH,1632,135,1767,0.07640067911714771
C1orf68,1200,135,1335,0.10112359550561797
FKBP1C,949,135,1084,0.12453874538745388
GML,2178,135,2313,0.058365758754863814
MGLL,1402,134,1536,0.08723958333333333
GPRIN2,1927,134,2061,0.06501698204754973
NTSR2,1724,134,1858,0.0721205597416577
NOXO1,1348,134,1482,0.09041835357624832
NOVA2,956,134,1090,0.12293577981651377
TYRP1,2296,134,2430,0.0551440329218107
NALF1,2032,134,2166,0.061865189289012
CACNG3,1597,134,1731,0.07741190063547082
ODF3,1476,134,1610,0.08322981366459627
KCNH4,2202,134,2336,0.05736301369863014
ADAM21,1463,134,1597,0.08390732623669381
KCNJ4,1099,133,1232,0.10795454545454546
PSMD8,1959,133,2092,0.06357552581261951
ASIC4,1588,133,1721,0.07728065078442765
OR5P2,1998,133,2131,0.06241201313937119
TXNDC5,2181,133,2314,0.057476231633535005
DMRTA2,2285,133,2418,0.05500413564929694
SLC18A1,1666,133,1799,0.07392996108949416
CFAP73,1598,133,1731,0.07683419988445984
MROH2A,1032,132,1164,0.1134020618556701
SLAMF9,1468,132,1600,0.0825
C11orf42,1213,132,1345,0.09814126394052045
KRTAP1-1,1996,132,2128,0.06203007518796992
ZNF705G,1847,132,1979,0.06670035371399696
FOXD2,1510,132,1642,0.08038976857490865
VHLL,1860,132,1992,0.06626506024096386
XKR7,1471,132,1603,0.08234560199625701
TERT,1879,132,2011,0.06563898557931377
LHX4,1266,132,1398,0.0944206008583691
SPRR1B,1378,132,1510,0.08741721854304636
SLC28A3,1360,132,1492,0.08847184986595175
KRTAP20-1,1284,132,1416,0.09322033898305085
KCTD19,2019,132,2151,0.061366806136680614
CCDC197,1573,132,1705,0.07741935483870968
FNDC11,1331,132,1463,0.09022556390977443
OR1G1,1484,131,1615,0.08111455108359134
GRIN2B,1398,131,1529,0.08567691301504252
TSPO2,1716,131,1847,0.07092582566323768
CCL25,2426,131,2557,0.05123191239734063
C2CD4C,1106,131,1237,0.1059013742926435
GJC2,502,131,633,0.20695102685624012
CPLX3,1141,131,1272,0.1029874213836478
VCX,1361,131,1492,0.08780160857908847
PRAMEF10,1923,131,2054,0.06377799415774099
COL23A1,688,130,818,0.15892420537897312
ADGRF3,1691,130,1821,0.071389346512905
OR8A1,1579,130,1709,0.07606787595084845
DACH2,1505,130,1635,0.07951070336391437
ABCG4,2207,130,2337,0.05562687205819426
KRTAP4-4,2215,130,2345,0.05543710021321962
CYP2A13,1513,130,1643,0.07912355447352404
UMOD,1723,130,1853,0.07015650296815974
RRP9,645,130,775,0.16774193548387098
KRT84,1666,130,1796,0.07238307349665925
CCK,1261,130,1391,0.09345794392523364
PTEN,2503,130,2633,0.04937333839726547
GPR182,1718,130,1848,0.07034632034632035
METTL24,546,130,676,0.19230769230769232
ALOX12B,1515,130,1645,0.0790273556231003
PNLIPRP1,1708,130,1838,0.07072905331882481
SCGB3A1,1208,129,1337,0.09648466716529544
PDZK1IP1,768,129,897,0.14381270903010032
MYOD1,1289,129,1418,0.09097320169252468
HLA-DMA,1132,129,1261,0.10229976209357652
GZMM,887,129,1016,0.12696850393700787
IGFALS,1800,129,1929,0.06687402799377916
MSMP,1214,129,1343,0.0960536113179449
ABCB11,1475,129,1604,0.08042394014962594
DLGAP3,1042,128,1170,0.1094017094017094
DMRT1,1288,128,1416,0.0903954802259887
FAM170B,858,128,986,0.12981744421906694
NOX3,1866,128,1994,0.0641925777331996
PDE1A,445,128,573,0.22338568935427575
SNORC,2529,128,2657,0.048174633044787356
ACTL7B,1197,128,1325,0.09660377358490566
NKX6-3,1114,128,1242,0.10305958132045089
SPINK5,1084,128,1212,0.10561056105610561
GRK1,1415,128,1543,0.0829552819183409
PTCRA,1667,128,1795,0.0713091922005571
NPPA,1856,128,1984,0.06451612903225806
KRT74,1351,127,1478,0.08592692828146144
KIR2DL1,1126,127,1253,0.10135674381484437
PRSS41,1741,127,1868,0.06798715203426124
MMEL1,1903,127,2030,0.06256157635467981
CALML5,600,127,727,0.1746905089408528
HYAL3,557,127,684,0.18567251461988304
PLA2G1B,1540,127,1667,0.07618476304739052
ADAM7,1309,127,1436,0.08844011142061281
OR51A2,1154,127,1281,0.09914129586260734
VN1R4,1882,127,2009,0.06321553011448482
CELA1,1874,127,2001,0.06346826586706647
PDE6H,1297,126,1423,0.08854532677442024
SPANXN3,1479,126,1605,0.07850467289719626
LCE3E,1403,126,1529,0.08240680183126227
C19orf85,1623,126,1749,0.07204116638078903
OR12D3,1495,126,1621,0.07772979642196175
NEUROD2,1866,126,1992,0.06325301204819277
OR52E8,1457,126,1583,0.07959570435881239
FPR2,1551,126,1677,0.07513416815742398
KCNT1,1398,126,1524,0.08267716535433071
CCL4,2038,126,2164,0.05822550831792976
SHISA8,1161,126,1287,0.0979020979020979
AGXT2,1583,126,1709,0.07372732592159158
MARCOL,1678,125,1803,0.06932889628397115
H1-8,839,125,964,0.12966804979253113
KRT4,888,125,1013,0.12339585389930899
EFCC1,1209,125,1334,0.0937031484257871
ELFN1,428,125,553,0.22603978300180833
UGT2A2,2191,125,2316,0.05397236614853195
CRYBA4,1414,125,1539,0.08122157244964262
TMA7B,2141,125,2266,0.05516328331862312
MFSD2B,1247,125,1372,0.09110787172011661
MAGEA9B,1057,125,1182,0.10575296108291032
GRM6,918,125,1043,0.11984659635666348
GRK7,1526,125,1651,0.07571168988491823
INSC,1465,125,1590,0.07861635220125786
MYO18B,1385,125,1510,0.08278145695364239
ANKRD30B,1490,125,1615,0.07739938080495357
ZG16,1676,125,1801,0.0694058856191005
ANKRD2,1223,125,1348,0.09272997032640949
CLPS,1283,124,1407,0.08813077469793888
OR6C75,1790,124,1914,0.06478578892371996
CSMD1,1020,124,1144,0.10839160839160839
GUCA1A,1857,124,1981,0.06259464916708733
MCEMP1,1475,124,1599,0.07754846779237023
C17orf114,899,124,1023,0.12121212121212122
CLDND2,1474,124,1598,0.07759699624530664
JPH4,2429,124,2553,0.04857030943987466
CALML6,1612,124,1736,0.07142857142857142
RAET1L,2036,124,2160,0.05740740740740741
TSSK4,1700,124,1824,0.06798245614035088
NLRP9,1778,124,1902,0.06519453207150368
SLC5A9,1534,124,1658,0.07478890229191798
LDHAL6A,1963,124,2087,0.05941542884523239
CHST6,1480,123,1603,0.07673112913287586
POU3F1,1582,123,1705,0.07214076246334311
CHST4,1597,123,1720,0.07151162790697674
CRYBB3,1731,123,1854,0.06634304207119741
PIWIL1,1359,123,1482,0.08299595141700405
CXCL17,1615,123,1738,0.07077100115074798
KRTAP4-12,1757,123,1880,0.06542553191489361
PIPOX,1375,123,1498,0.08210947930574099
MTNR1B,1520,123,1643,0.07486305538648813
MSLN,1477,123,1600,0.076875
IL17REL,1430,123,1553,0.07920154539600772
OR2Z1,1386,123,1509,0.08151093439363817
STK19,1799,123,1922,0.0639958376690947
PAPOLA,498,122,620,0.1967741935483871
KREMEN2,1341,122,1463,0.08339029391660971
NLRP6,1367,122,1489,0.0819341840161182
SLC39A5,1188,122,1310,0.09312977099236641
HAND1,2380,122,2502,0.04876099120703437
KHDC3L,1644,122,1766,0.06908267270668177
ABRA,1621,122,1743,0.0699942627653471
CAMK2N2,918,122,1040,0.11730769230769231
DPPA5,1270,122,1392,0.08764367816091954
CABP7,1436,122,1558,0.07830551989730423
SLC4A9,1338,122,1460,0.08356164383561644
SYT5,969,122,1091,0.11182401466544455
UBE2M,3314,122,3436,0.03550640279394645
SERPINC1,1379,122,1501,0.08127914723517655
LGALS9,1414,122,1536,0.07942708333333333
C19orf67,2142,122,2264,0.053886925795053005
SLC22A12,1323,121,1444,0.08379501385041552
SMIM28,1105,121,1226,0.09869494290375204
CD19,885,121,1006,0.12027833001988071
DBX1,919,121,1040,0.11634615384615385
OR2T8,1165,121,1286,0.09409020217729394
PRAC2,1048,121,1169,0.10350727117194183
IQCF1,1305,121,1426,0.08485273492286115
RNF224,1468,121,1589,0.07614852108244179
FGF17,1290,121,1411,0.08575478384124734
TFAP2D,1040,121,1161,0.10422049956933678
VTN,1114,121,1235,0.09797570850202429
ALG3,950,121,1071,0.11297852474323063
SYT6,890,121,1011,0.11968348170128586
CLIC3,782,121,903,0.13399778516057587
KRTAP10-9,848,120,968,0.12396694214876033
IFNA14,1204,120,1324,0.09063444108761329
BSPH1,1490,120,1610,0.07453416149068323
CACNA1E,920,120,1040,0.11538461538461539
MUC6,1195,120,1315,0.09125475285171103
SSU72L2,956,120,1076,0.11152416356877323
ZNF628,596,120,716,0.16759776536312848
ZNF648,937,120,1057,0.11352885525070956
SKOR2,1923,120,2043,0.05873715124816446
ERFE,1306,119,1425,0.08350877192982456
MAB21L2,1014,119,1133,0.10503089143865843
SMIM9,1791,119,1910,0.06230366492146597
TEX19,1165,119,1284,0.0926791277258567
RBP3,916,119,1035,0.11497584541062802
AMHR2,1337,119,1456,0.08173076923076923
PDE11A,795,119,914,0.1301969365426696
UNC45B,1215,119,1334,0.08920539730134933
CRYGA,1435,119,1554,0.07657657657657657
PRM3,1447,119,1566,0.07598978288633461
REG3A,965,118,1083,0.10895660203139428
TCP11X1,2004,118,2122,0.05560791705937795
ADAMTS14,1288,118,1406,0.08392603129445235
MND1,1636,118,1754,0.06727480045610035
MRGPRD,1501,118,1619,0.07288449660284126
AKR1D1,1421,118,1539,0.07667316439246263
IFNA5,1147,118,1265,0.0932806324110672
TSGA13,1431,118,1549,0.07617817947062622
C9orf57,1126,118,1244,0.09485530546623794
GSTA2,1246,118,1364,0.08651026392961877
DMBT1,1778,118,1896,0.06223628691983123
TMSB4Y,292,118,410,0.28780487804878047
FREM2,1140,118,1258,0.09379968203497616
PRAMEF20,1367,118,1485,0.07946127946127945
ATP10B,1057,117,1174,0.09965928449744463
TMEM52B,1196,117,1313,0.0891089108910891
VAX1,1268,117,1385,0.08447653429602887
PCSK2,999,117,1116,0.10483870967741936
TMEM61,681,117,798,0.14661654135338345
IL36RN,1316,117,1433,0.08164689462665736
KYAT1,1099,117,1216,0.0962171052631579
KRTAP5-10,1849,117,1966,0.0595116988809766
TG,1323,117,1440,0.08125
SLC1A6,1213,117,1330,0.08796992481203007
REN,1290,117,1407,0.08315565031982942
OR10H5,1599,117,1716,0.06818181818181818
GRB14,1144,116,1260,0.09206349206349207
PHYHIPL,1074,116,1190,0.09747899159663866
CTRB2,995,116,1111,0.10441044104410441
SFN,979,116,1095,0.10593607305936073
KCNE1,1763,116,1879,0.061734965407131456
OR5M3,1128,116,1244,0.0932475884244373
PRODH2,836,116,952,0.12184873949579832
GGTLC1,848,116,964,0.12033195020746888
HTR3B,1214,116,1330,0.08721804511278196
CHST8,969,115,1084,0.10608856088560886
VGLL1,798,115,913,0.12595837897042717
LYPD2,711,115,826,0.13922518159806296
AP2B1,1241,115,1356,0.08480825958702065
LUZP4,1829,115,1944,0.05915637860082305
GPHB5,1280,115,1395,0.08243727598566308
CEND1,645,115,760,0.1513157894736842
CEMIP,756,115,871,0.13203214695752008
SLC13A4,1031,115,1146,0.10034904013961606
FGF21,1934,114,2048,0.0556640625
CPN1,2612,114,2726,0.04181951577402788
IGF2BP2,1615,114,1729,0.06593406593406594
MYLK3,1368,114,1482,0.07692307692307693
KIRREL2,1409,114,1523,0.07485226526592252
ARID3C,1747,114,1861,0.06125738850080602
PLEKHG7,1825,114,1939,0.058793192367199584
OPRM1,1319,114,1433,0.07955338450802513
TMEM258,1520,114,1634,0.06976744186046512
LHX8,1445,114,1559,0.07312379730596537
KISS1,1238,113,1351,0.08364174685418209
SOAT2,1984,113,2097,0.053886504530281355
HES7,1922,113,2035,0.05552825552825553
KRBA2,684,113,797,0.14178168130489335
PPP1R1C,1147,113,1260,0.08968253968253968
CLDN24,1255,113,1368,0.08260233918128655
LYZL4,1297,113,1410,0.08014184397163121
TUBA3C,959,113,1072,0.10541044776119403
IL17F,1114,113,1227,0.09209453952730236
NELL1,930,113,1043,0.10834132310642378
SORD,2345,113,2458,0.04597233523189585
GPR42,1263,113,1376,0.08212209302325581
SST,1370,112,1482,0.07557354925775979
LCE6A,1115,112,1227,0.09127954360228199
SLC23A1,1279,112,1391,0.08051761322789361
CHRM4,820,112,932,0.12017167381974249
MT1H,1508,112,1620,0.0691358024691358
OR56A3,1547,112,1659,0.06751054852320675
GFAP,1472,112,1584,0.0707070707070707
OR52L1,1646,112,1758,0.06370875995449374
PAGE3,1779,112,1891,0.059227921734531994
CFAP141,1445,112,1557,0.07193320488118175
KLK4,728,112,840,0.13333333333333333
ALDOA,2943,112,3055,0.03666121112929623
ADARB2,1162,111,1273,0.08719560094265515
TEX52,1102,111,1213,0.09150865622423743
KLRG2,1150,111,1261,0.0880253766851705
OR2B2,1687,111,1798,0.06173526140155729
CDHR5,1655,111,1766,0.06285390713476784
RDH8,1716,111,1827,0.060755336617405585
KRTAP3-2,2289,111,2400,0.04625
KRTAP10-11,2072,111,2183,0.05084745762711865
USP50,1238,111,1349,0.08228317272053373
GKN1,822,110,932,0.11802575107296137
IQCF5,1393,110,1503,0.07318695941450433
DRGX,1159,110,1269,0.08668242710795902
OR7E24,1925,110,2035,0.05405405405405406
ARHGEF39,1500,110,1610,0.06832298136645963
MOGAT2,1465,110,1575,0.06984126984126984
CFHR4,1065,110,1175,0.09361702127659574
GIMAP5,1143,110,1253,0.08778930566640064
SP7,1873,110,1983,0.05547150781643974
ASCL2,486,109,595,0.18319327731092436
CFL1,2275,109,2384,0.04572147651006712
RHBG,1616,109,1725,0.06318840579710144
FOXB2,724,109,833,0.13085234093637454
ENSG00000284188,914,109,1023,0.10654936461388075
OR4F5,1003,109,1112,0.09802158273381295
ANGPTL6,1213,109,1322,0.08245083207261725
KRTAP2-3,1865,109,1974,0.05521783181357649
KRT1,1798,109,1907,0.05715783953854221
KIRREL3,1080,109,1189,0.09167367535744322
GFRA4,1334,109,1443,0.07553707553707553
OR1A1,1467,109,1576,0.06916243654822335
OR5H6,986,109,1095,0.09954337899543379
LCE1A,1525,109,1634,0.06670746634026928
RYR2,1125,109,1234,0.08833063209076175
HNF1B,1365,109,1474,0.07394843962008141
HTR1A,818,108,926,0.11663066954643629
